,Summer Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
203,Shut Up And Dance, WALK THE MOON,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,2015,0.578,0.866,0.00701,0.619,128.038,0
204,Want To Want Me, Jason Derulo,spotify:track:7oGZAicScQt96OAW4AruYy,2015,0.775,0.68,0.00906,0.656,114.025,0
205,Uptown Funk!, Mark Ronson Featuring Bruno Mars,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
206,Earned It (Fifty Shades Of Grey), The Weeknd,spotify:track:2PIvq1pGrUjY007X5y1UpM,2015,0.664,0.371,0.404,0.429,119.95,0
207,Hey Mama," David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
208,"Honey, Im Good.", Andy Grammer,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,2015,0.752,0.775,0.0324,0.595,122.014,0
209,Sugar, Maroon 5,spotify:track:2iuZJX9X9P0GKaE93xcPjk,2015,0.751,0.768,0.052,0.881,120.084,0
210,Cheerleader, OMI,spotify:track:023OVLNzXhX0j7CxswUt6D,2015,0.78,0.68,0.141,0.594,118.026,1.2e-05
211,Talking Body, Tove Lo,spotify:track:4K2uH46kwmTFGjNlkeFuGI,2015,0.735,0.769,0.097,0.0802,120.001,0
212,Nasty Freestyle, T-Wayne,spotify:track:0PT7nlpo11hYYyfnBgtilT,2015,0.779,0.472,0.0577,0.412,135.051,0
213,You Know You Like It, DJ Snake & AlunaGeorge,spotify:track:26xFramtAb4oQgOdbyUKwK,2015,0.741,0.371,0.188,0.469,97.978,0.000434
214,Watch Me, Silento,spotify:track:5RIVoVdkDLEygELLCniZFr,2015,0.825,0.77,0.265,0.965,139.982,0
215,Post To Be, Omarion Featuring Chris Brown & Jhene Aiko,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
216,Love Me Like You Do, Ellie Goulding,spotify:track:2l8w0zZVn4AZNuzrht7MRT,2015,0.254,0.617,0.24,0.255,189.425,0
217,Worth It, Fifth Harmony Featuring Kid Ink,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
218,Where Are U Now, Skrillex & Diplo With Justin Bieber,spotify:track:66hayvUbTotekKU3H4ta1f,2015,0.432,0.781,0.041,0.197,139.432,4.21e-06
219,Thinking Out Loud, Ed Sheeran,spotify:track:34gCuhDGsG4bRPIf9bb02f,2015,0.781,0.445,0.474,0.591,78.998,0
220,The Hills, The Weeknd,spotify:track:7fBv7CLKzipRk6EC6TWHOB,2015,0.54,0.561,0.0635,0.107,113.295,0
221,Lean On, Major Lazer & DJ Snake Featuring MO,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
222,This Summers Gonna Hurt..., Maroon 5,spotify:track:5rFRs5vx0fmuIR29qu9ZVd,2015,0.762,0.263,0.756,0.559,110.014,0.906
223,B**** Better Have My Money, Rihanna,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,2015,0.778,0.741,0.0538,0.364,102.95,2.04e-06
224,Fight Song, Rachel Platten,spotify:track:37f4ITSlgPX81ad2EvmVQr,2015,0.564,0.714,0.0549,0.33,175.924,0
225,Dear Future Husband, Meghan Trainor,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,2015,0.655,0.782,0.375,0.832,79.427,0
226,Slow Motion, Trey Songz,spotify:track:4NYwy0R3NdvORX2B6OZXBT,2015,0.733,0.408,0.679,0.291,94.947,3.92e-05
227,Somebody, Natalie La Rose Featuring Jeremih,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
228,Girl Crush, Little Big Town,spotify:track:11qh54D0PKkBwelpDxxiEU,2015,0.513,0.221,0.822,0.354,173.865,0
229,Flex (Ooh Ooh Ooh), Rich Homie Quan,spotify:track:2LLFl56eIFGFlnrplUC26f,2015,0.728,0.62,0.038,0.885,81.998,0
230,Style, Taylor Swift,spotify:track:1fo2ctLqj3zBhRQKOXprol,2015,0.594,0.8,0.00253,0.473,95.036,0.00244
231,G.D.F.R., Flo Rida Featuring Sage The Gemini & Lookas,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
232,Elastic Heart, Sia,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,2015,0.421,0.791,0.0117,0.499,130.075,1.48e-05
233,Budapest, George Ezra,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,2015,0.717,0.455,0.0846,0.389,127.81,0
234,Take Your Time, Sam Hunt,spotify:track:6DEaND0SHv3sC11xobZLiy,2015,0.551,0.719,0.0869,0.449,158.08,0
235,The Night Is Still Young, Nicki Minaj,spotify:track:4bBrKDo8rchikwZOtmXbIH,2015,0.648,0.722,0.00236,0.669,127.968,0.00611
236,Blank Space, Taylor Swift,spotify:track:1p80LdxRV74UKvL8gnD7ky,2015,0.751,0.684,0.0847,0.597,95.979,0
237,Shake It Off, Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,2015,0.653,0.799,0.0577,0.945,160.017,0
238,Sangria, Blake Shelton,spotify:track:0p1HtkrNYxv0iDfEKwXSTp,2015,0.646,0.724,0.017,0.54,115.984,1.39e-06
239,Bright, Echosmith,spotify:track:3WKg25vrbjJlkhsgl2W4p3,2015,0.646,0.431,0.637,0.292,90.034,6.99e-06
240,Kick The Dust Up, Luke Bryan,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,2015,0.596,0.855,0.197,0.811,172.082,0
241,Photograph, Ed Sheeran,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,2015,0.614,0.379,0.607,0.201,107.989,0.000464
242,Chains, Nick Jonas,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,2015,0.538,0.601,0.014,0.169,151.895,0
243,Sippin On Fire, Florida Georgia Line,spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d,2015,0.478,0.929,0.0051,0.749,142.956,1.03e-05
244,Be Real, Kid Ink Featuring DeJ Loaf,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
245,Blessings, Big Sean Featuring Drake,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
246,Phenomenal, Eminem,spotify:track:4e5lEqydMatcEio6ef9Dpf,2015,0.637,0.848,0.147,0.0395,120.977,0
247,Time Of Our Lives, Pitbull & Ne-Yo,spotify:track:0b5cUNCS2qt5AI1AqdSVeR,2015,0.871,0.68,0.37,0.635,123.975,0
248,Dont It, Billy Currington,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,2015,0.503,0.824,0.083,0.448,161.981,0
249,Fun, Pitbull Featuring Chris Brown,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
250,One Last Time, Ariana Grande,spotify:track:7xoUc6faLbCqZO6fQEYprd,2015,0.628,0.593,0.093,0.104,125.026,1.65e-06
251,Pretty Girls, Britney Spears & Iggy Azalea,spotify:track:72PYGLio45x0NOXEEYoIAk,2015,0.775,0.498,0.00105,0.339,102.977,0.818
252,Love Me Like You Mean It, Kelsea Ballerini,spotify:track:0knbW9EwgSLfNFMWys1mQm,2015,0.645,0.84,0.0452,0.805,151.94,0
253,Uma Thurman, Fall Out Boy,spotify:track:5PUawWFG1oIS2NwEcyHaCr,2015,0.623,0.956,0.119,0.739,149.958,0.000227
254,Little Toy Guns, Carrie Underwood,spotify:track:4lnnde7PnrXR3pUzQKBe6X,2015,0.434,0.868,0.00407,0.204,161.886,1.98e-06
255,Wild Child, Kenny Chesney With Grace Potter,spotify:track:050iNgNKEUrJboOnH4Jhm6,2015,0.586,0.633,0.475,0.445,148.984,4.29e-06
256,Commas, Future,spotify:track:49zD0wr2S3d0lZPib0K4e1,2015,0.874,0.568,0.0698,0.46,139.995,1.38e-05
257,"Ulay, Oh", How I Became The Bomb,spotify:track:7D8owkEcXNUzBytQY0QMPj,2015,0.492,0.392,0.92,0.488,147.895,3.18e-05
258,Smoke, A Thousand Horses,spotify:track:0ZUnRmGiWEypcw14WjW109,2015,0.442,0.788,0.0409,0.428,149.624,8.75e-05
259,I Really Like You, Carly Rae Jepsen,spotify:track:0PGLRTN0X6DrXh645WJCIY,2015,0.623,0.81,0.00553,0.579,122.041,5.15e-05
260,Love You Like That, Canaan Smith,spotify:track:2QVzUws1l5mzZ4v46tGHrC,2015,0.561,0.756,0.0127,0.702,145.129,8.34e-05
261,Classic Man, Jidenna Featuring Roman GianArthur,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
262,Baby Be My Love Song, Easton Corbin,spotify:track:6WCqjXvMxAN2yP4dzeoyhF,2015,0.488,0.709,0.0677,0.469,168.05,0
263,Like A Wrecking Ball, Eric Church,spotify:track:6hr4weuSidHy2LNMw8UVJ2,2015,0.691,0.336,0.35,0.613,135.954,0.000684
264,Truffle Butter, Nicki Minaj Featuring Drake & Lil Wayne,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
265,Tonight Looks Good On You, Jason Aldean,spotify:track:1pm6AoOYO81llP3gwkTAbI,2015,0.481,0.75,0.219,0.523,169.958,1.2e-06
266,Crash And Burn, Thomas Rhett,spotify:track:2Fk0WwAqTBesLtKg97nojy,2015,0.693,0.789,0.0768,0.795,130.025,1.19e-06
267,Diamond Rings And Old Barstools, Tim McGraw With Catherine Dunn,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
268,Wet Dreamz, J. Cole,spotify:track:6Ius4TC0L3cN74HT7ENE6e,2015,0.504,0.705,0.0752,0.584,175.483,0
269,One Hell Of An Amen, Brantley Gilbert,spotify:track:2XEl9DfBj88c8p2bdfx1qu,2015,0.549,0.663,0.012,0.553,138.02,4.63e-06
270,I Need Your Love," Shaggy Featuring Mohombi, Faydee, Costi",N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
271,Lay Me Down, Sam Smith,spotify:track:64GRDrL1efgXclrhVCeuA0,2015,0.473,0.192,0.922,0.335,125.152,0
272,The Matrimony, Wale Featuring Usher,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
273,Flashlight, Jessie J,spotify:track:6SkoBaMd0lzoQjID5aV2d9,2015,0.458,0.629,0.366,0.416,147.728,7.52e-06
274,Loving You Easy, Zac Brown Band,spotify:track:69XcvSymPaTke2Qb6f3W6P,2015,0.722,0.593,0.017,0.326,98.982,1.42e-06
275,FourFiveSeconds, Rihanna & Kanye West & Paul McCartney,spotify:track:1ysVQ9torsd9eXfV97LPN1,2015,0.4,0.292,0.736,0.296,205.252,0
276,How Many Times," DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
277,Stitches, Shawn Mendes,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,2015,0.592,0.752,0.0196,0.726,74.784,0
278,Crushin It, Brad Paisley,spotify:track:3yMVUGqVK5iTTkA8kGChH2,2015,0.595,0.823,0.0385,0.745,108.99,1.35e-06
279,Know Yourself, Drake,spotify:track:5InOp6q2vvx0fShv3bzFLZ,2015,0.735,0.41,0.19,0.164,114.812,0
280,Buy Me A Boat, Chris Janson,spotify:track:6y35xDJFzpy1FIa6qCMA59,2015,0.574,0.745,0.319,0.693,154.042,0
281,Nasty, Bandit Gang Marco Featuring Dro,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
282,El Perdon (Forgiveness), Nicky Jam & Enrique Iglesias,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
283,L$D, A$AP Rocky,spotify:track:4S7YHmlWwfwArgd8LfSPud,2015,0.598,0.252,0.193,0.0352,120.06,0.138
284,House Party, Sam Hunt,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,2015,0.749,0.854,0.129,0.842,103.952,0
285,Energy, Drake,spotify:track:79XrkTOfV1AqySNjVlygpW,2015,0.743,0.571,0.329,0.571,172.056,0
286,Kiss You In The Morning, Michael Ray,spotify:track:6TwhBJgvrPrdNe57lYVV55,2015,0.557,0.909,0.00769,0.857,152.13,0
287,Planez, Jeremih Featuring J. Cole,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
288,Believe, Mumford & Sons,spotify:track:4A57CXs3jAmyNTMAwWaV53,2015,0.362,0.668,0.035,0.344,113.996,0.0212
289,Young & Crazy, Frankie Ballard,spotify:track:6ll39ALTlddWWQZLjSFlwM,2015,0.61,0.876,0.0247,0.783,115.05,0
290,All Day," Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
291,Everyday, A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
292,I Want You To Know, Zedd Featuring Selena Gomez,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
293,Renegades, X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,2015,0.4,0.868,0.0112,0.57,180.261,0.0685
294,I Dont Get Tired (#IDGT), Kevin Gates Featuring August Alsina,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
295,Hood Go Crazy, Tech N9Ne Featuring 2 Chainz & B.o.B,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
296,Electric Body, A$AP Rocky Featuring ScHoolboy Q,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
297,You Changed Me, Jamie Foxx Featuring Chris Brown,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
298,Hell Of A Night, Dustin Lynch,spotify:track:4x7Di9FZJXJoxHjLxjImmp,2015,0.499,0.797,0.00472,0.591,85.054,0
299,Get Low, Dillon Francis & DJ Snake,spotify:track:0NVE55chpvHCfkteBzVFHk,2015,0.458,0.933,0.00233,0.289,128.004,0.0233
300,Fancy, Iggy Azalea Featuring Charli XCX,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
301,Problem, Ariana Grande Featuring Iggy Azalea,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
302,All Of Me, John Legend,spotify:track:3U4isOIWM3VvDubwSI3y7a,2014,0.422,0.264,0.922,0.331,119.93,0
303,Turn Down For What, DJ Snake & Lil Jon,spotify:track:6OM1Nm9IZMWjJ0ACrBFICu,2014,0.728,0.776,0.00501,0.0375,100.011,0.75
304,Wiggle, Jason Derulo Featuring Snoop Dogg,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
305,Happy, Pharrell Williams,spotify:track:6NPVjNh8Jhru9xOmyQigds,2014,0.652,0.757,0.286,0.962,159.911,0
306,Rude, MAGIC!,spotify:track:3tCwjWLicbjsMCvXhN0WOE,2014,0.743,0.807,0.0435,0.899,144.062,0
307,Am I Wrong, Nico & Vinz,spotify:track:2wqaekenSQZm7hxQOYt8oE,2014,0.725,0.68,0.162,0.76,119.939,2.13e-06
308,Summer, Calvin Harris,spotify:track:6YUTL4dYpB9xZO5qExPf05,2014,0.596,0.856,0.0211,0.743,127.949,0.0178
309,Stay With Me, Sam Smith,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,2014,0.479,0.419,0.568,0.186,85.014,0.000217
310,Dark Horse, Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,2014,0.769,0.423,0.0219,0.179,131.992,0.893
311,Not A Bad Thing, Justin Timberlake,spotify:track:1JmPASoql4lnXimD5ICqRP,2014,0.594,0.729,0.271,0.459,86.032,0
312,Aint It Fun, Paramore,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,2014,0.61,0.893,0.154,0.673,104.031,4.41e-05
313,Talk Dirty, Jason Derulo Featuring 2 Chainz,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
314,This Is How We Roll, Florida Georgia Line Featuring Luke Bryan,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
315,Sing, Ed Sheeran,spotify:track:6K8qKeWo5MsFED7wCR6Kop,2014,0.818,0.67,0.304,0.939,119.988,1.22e-06
316,Latch, Disclosure Featuring Sam Smith,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
317,Pompeii, Bastille,spotify:track:3gbBpTdY8lnQwqxNCcf795,2014,0.681,0.715,0.078,0.593,127.429,0
318,Let It Go, Idina Menzel,spotify:track:0qcr5FMsEO85NAQjrlDRKo,2014,0.539,0.488,0.556,0.378,137.073,0
319,Play It Again, Luke Bryan,spotify:track:03fT3OHB9KyMtGMt2zwqCT,2014,0.51,0.898,0.0832,0.596,144.056,0
320,Me And My Broken Heart, Rixton,spotify:track:1oew3nFNY3vMacJAsvry0S,2014,0.544,0.774,0.00682,0.522,174.121,0
321,Birthday, Katy Perry,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,2014,0.716,0.669,0.103,0.861,125.975,1.8e-06
322,Classic, MKTO,spotify:track:6FE2iI43OZnszFLuLtvvmg,2014,0.72,0.791,0.0384,0.756,102.071,0
323,Loyal, Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
324,Counting Stars, OneRepublic,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,2014,0.663,0.714,0.0649,0.468,121.99,0
325,Believe Me, Lil Wayne Featuring Drake,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
326,Beachin, Jake Owen,spotify:track:5dNGORzxFb5z3v7vSAFkTU,2014,0.527,0.902,0.344,0.709,181.964,4.63e-05
327,Best Day Of My Life, American Authors,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,2014,0.673,0.902,0.0629,0.521,100.016,0.000174
328,Love Never Felt So Good, Michael Jackson & Justin Timberlake,spotify:track:1RHZ8N3GgdHve35MjjaKiB,2014,0.715,0.709,0.0632,0.766,121.979,0.00366
329,She Looks So Perfect, 5 Seconds Of Summer,spotify:track:1gugDOSMREb34Xo0c1PlxM,2014,0.493,0.956,0.000668,0.47,160.006,0
330,Na Na, Trey Songz,spotify:track:5maiP9UMnTSgoxPX8X3bdz,2014,0.67,0.476,0.328,0.235,96.975,0
331,Love Runs Out, OneRepublic,spotify:track:5BJSZocnCeSNeYMj3iVqM7,2014,0.714,0.933,0.165,0.714,120.019,0
332,Timber, Pitbull Featuring Ke$ha,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
333,Wake Me Up!, Avicii,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,2014,0.518,0.784,0.00346,0.588,124.102,0.00187
334,Automatic, Miranda Lambert,spotify:track:0B0y2FImat9j9MJTNRZWfW,2014,0.591,0.703,0.0435,0.402,95.993,2.34e-06
335,Team, Lorde,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,2014,0.696,0.59,0.151,0.462,99.984,0
336,Chandelier, Sia,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,2014,0.399,0.787,0.0197,0.572,117.089,6.07e-05
337,Bottoms Up, Brantley Gilbert,spotify:track:477pWnF7WFWb9Qs6g8rs4J,2014,0.479,0.87,0.143,0.537,170.047,0
338,Come With Me Now, KONGOS,spotify:track:2kWowW0k4oFymhkr7LmvzO,2014,0.654,0.726,0.0311,0.728,103.987,6.35e-05
339,Demons, Imagine Dragons,spotify:track:3LlAyCYU26dvFZBDUIMb7a,2014,0.499,0.73,0.23,0.381,90.058,0.00018
340,La La La, Naughty Boy Featuring Sam Smith,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
341,Drunk On A Plane, Dierks Bentley,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,2014,0.439,0.754,0.00512,0.668,205.958,7.45e-06
342,Pills N Potions, Nicki Minaj,spotify:track:2bkyTJ4bAnc8a5ly3dg9DX,2014,0.426,0.615,0.00776,0.186,169.478,8.16e-06
343,Beat Of The Music, Brett Eldredge,spotify:track:3un2KQUaQ2brEpd8dK93wI,2014,0.629,0.808,0.00898,0.773,110.001,9.06e-06
344,Show Me, Kid Ink Featuring Chris Brown,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
345,Bartender, Lady Antebellum,spotify:track:6olKv2HP3XgBpvVxAswowe,2014,0.626,0.936,0.016,0.656,101.01,4.41e-06
346,My Eyes, Blake Shelton Featuring Gwen Sebastian,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
347,I Dont Dance, Lee Brice,spotify:track:5aj0xPGiEUN3aI2oOYu14S,2014,0.587,0.559,0.399,0.19,92.036,6.69e-06
348,Story Of My Life, One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,2014,0.6,0.663,0.225,0.286,121.07,0
349,Lettin The Night Roll, Justin Moore,spotify:track:33LSgUa20mKNgeut1XwP2E,2014,0.539,0.858,0.0933,0.607,140.889,0
350,Move That Doh," Future Featuring Pharrell, Pusha T & Casino",N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
351,2 On, Tinashe Featuring ScHoolboy Q,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
352,Bailando, Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
353,Whiskey In My Water, Tyler Farr,spotify:track:5E4CJfa6yZNGSKVFSUgaBt,2014,0.526,0.872,0.245,0.583,153.929,0
354,Somethin Bad, Miranda Lambert Duet With Carrie Underwood,spotify:track:6s9m5J92By7jii22Q2XtY2,2014,0.68,0.888,0.0527,0.484,90.076,2.82e-06
355,Trumpets, Jason Derulo,spotify:track:5KONnBIQ9LqCxyeSPin26k,2014,0.635,0.691,0.555,0.638,82.142,0
356,Who I Am With You, Chris Young,spotify:track:4u7KjVIQPdzGCcAwg4W5Kl,2014,0.466,0.702,0.0983,0.47,150.309,1.29e-05
357,Yeah, Joe Nichols,spotify:track:0uRlP6bHbSgBGklmaCMqG7,2014,0.414,0.843,0.00647,0.572,165.713,1.52e-05
358,Cut Her Off, KCamp Featuring 2 Chainz,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
359,Work, Iggy Azalea,spotify:track:3yx6eryOZgO54bt3B671cn,2014,0.697,0.808,0.0604,0.443,140.013,0
360,Trophies, Young Money Featuring Drake,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
361,Boom Clap, Charli XCX,spotify:track:0Y1MWB026LYxGvhq4EcMiC,2014,0.659,0.911,0.154,0.576,91.999,0.000304
362,A Sky Full Of Stars, Coldplay,spotify:track:0FDzzruyVECATHXKHFs9eJ,2014,0.551,0.636,0.00713,0.153,124.996,0.00203
363,We Dem Boyz, Wiz Khalifa,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,2014,0.717,0.862,0.00689,0.52,130.021,0
364,We Are Tonight, Billy Currington,spotify:track:2EvddT8rcO99bKH0rDHAYG,2014,0.56,0.809,0.0318,0.563,127.914,0
365,Wild Wild Love, Pitbull Featuring G.R.L.,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
366,Who Do You Love?, YG Featuring Drake,spotify:track:3lZpvPprN56RWqDqrKy9vl,2014,0,0.532,0.976,0,0,0
367,The Worst, Jhene Aiko,spotify:track:2wBCrtJS3E3TimRZ5MElTI,2014,0.524,0.417,0.237,0.109,93.59,1.19e-06
368,Im Not The Only One, Sam Smith,spotify:track:0fioLzGM8ngbD1w6fMmm45,2014,0.453,0.496,0.554,0.501,80.994,2.65e-05
369,Ultraviolence, Lana Del Rey,spotify:track:1y3r6RXiJZNBV1EI0NggpS,2014,0.232,0.528,0.272,0.0948,108.977,1.73e-05
370,River Bank, Brad Paisley,spotify:track:0U6uTxVPeoXFcxlXMIWgAR,2014,0.639,0.875,0.0929,0.892,117.028,0
371,Or Nah, Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
372,Habits (Stay High), Tove Lo,spotify:track:14OxJlLdcHNpgsm4DRwDOB,2014,0.73,0.669,0.0664,0.383,110.04,3.63e-05
373,Keep Them Kisses Comin, Craig Campbell,spotify:track:0nCU6JTonBdrIKpxErujKu,2014,0.704,0.767,0.0524,0.889,120.035,0.000469
374,Good Kisser, Usher,spotify:track:3CX3WMBg6lzWk72bYL29vP,2014,0.64,0.782,0.379,0.825,97.516,0
375,Main Chick, Kid Ink Featuring Chris Brown,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
376,Human, Christina Perri,spotify:track:1zVhMuH7agsRe6XkljIY4U,2014,0.439,0.489,0.132,0.253,143.808,0.000643
377,Come Get It Bae, Pharrell Williams,spotify:track:444P4wvSDa0SD5HE4YGx9B,2014,0.934,0.798,0.266,0.895,120.162,4.54e-05
378,Sleeping With A Friend, Neon Trees,spotify:track:0K1KOCeJBj3lpDYxEX9qP2,2014,0.58,0.89,0.00204,0.511,107.037,6.66e-06
379,"Where Its At (Yep, Yep)", Dustin Lynch,spotify:track:5zN1kHwQruglAgsiORBmmm,2014,0.619,0.737,0.0488,0.863,79.041,0
380,Empire, Shakira,spotify:track:1eIk4CkooTRycHSDfaShLC,2014,0.541,0.628,0.733,0.364,80.027,0
381,Girls Chase Boys, Ingrid Michaelson,spotify:track:14sAMwqbuFDSlLKmVBD9MI,2014,0.473,0.82,0.031,0.678,84.893,1.55e-05
382,Dare (La La La), Shakira,spotify:track:0YoUczWJPqphLvxnTXG00N,2014,0.792,0.73,0.0623,0.616,128.029,2.66e-05
383,You & I, One Direction,spotify:track:2afCBiru10AFckfOa49wIa,2014,0.574,0.329,0.22,0.356,130.993,0
384,I Choose You, Sara Bareilles,spotify:track:7jJH8F3PHlNvxfqEAAfFDl,2014,0.731,0.572,0.105,0.947,154.038,0.00012
385,Meanwhile Back At Mamas, Tim McGraw Featuring Faith Hill,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
386,Day Drinking, Little Big Town,spotify:track:1pxXqJZBrCREdC0s4Xs6Xz,2014,0.592,0.959,0.0964,0.853,163.913,0
387,Shower, Becky G,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,2014,0.699,0.529,0.0317,0.121,119.987,3.59e-05
388,Studio, ScHoolboy Q Featuring BJ The Chicago Kid,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
389,On Top Of The World, Imagine Dragons,spotify:track:6KuHjfXHkfnIjdmcIvt9r0,2014,0.64,0.924,0.0894,0.776,99.959,3.92e-06
390,Chainsaw, The Band Perry,spotify:track:6BstspHAG1DuMebrQJWPJY,2014,0.608,0.732,0.168,0.656,84.006,0
391,Tennis Court, Lorde,spotify:track:74fpNVAJrKGQuqHETi4WSt,2014,0.764,0.547,0.0175,0.402,89.993,0.000161
392,Ready Set Roll, Chase Rice,spotify:track:3rh2f6nqswpfDN3Ef6Bi5J,2014,0.513,0.803,0.0161,0.746,156.038,0
393,I Got A Car, George Strait,spotify:track:4Fpq4QkR06QRDkujBUk0JY,2014,0.601,0.633,0.379,0.478,138.399,0
394,Wasted, Tiesto Featuring Matthew Koma,N/A,2014,N/A,N/A,N/A,N/A,N/A,N/A
395,Red Lights, Tiesto,spotify:track:5L2l7mI8J1USMzhsmdjat9,2014,0.654,0.828,0.000748,0.569,124.997,0
396,Magic, Coldplay,spotify:track:23khhseCLQqVMCIT1WMAns,2014,0.738,0.483,0.0262,0.355,93.458,0.616
397,Song About A Girl, Eric Paslay,spotify:track:5BNgkhr9nadjc1cJGpeJAs,2014,0.508,0.896,0.363,0.76,183.999,0.000198
398,Im Ready, AJR,spotify:track:2dgFqylK6gyILa4HY65u0y,2014,0.628,0.867,0.0108,0.597,78.043,0
399,Raging Fire, Phillip Phillips,spotify:track:3Q2tKt6gKdn9LUMcHFxNJy,2014,0.555,0.834,0.0076,0.467,125.809,0
400,Blurred Lines, Robin Thicke Featuring T.I. + Pharrell,N/A,2013,N/A,N/A,N/A,N/A,N/A,N/A
401,Cant Hold Us, Macklemore & Ryan Lewis Featuring Ray Dalton,N/A,2013,N/A,N/A,N/A,N/A,N/A,N/A
