,Winter Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
58,Candy Paint, Post Malone,spotify:track:42CeaId2XNlxugDvyqHfDf,2017,0.765,0.688,0.633,0.434,90.013,0
59,Lemon, N*E*R*D & Rihanna,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
60,Kooda, 6ix9ine,spotify:track:5NT0aZqWImC9fTzkW4z48o,2017,0.888,0.65,0.157,0.173,91.222,0
61,Like I Loved You, Brett Young,spotify:track:3T6MAweakkNrMYs8jZIWtg,2017,0.579,0.573,0.179,0.637,76.02,0
62,Ill Name The Dogs, Blake Shelton,spotify:track:2n5ZD87XQ2yvIxGjoYbUmZ,2017,0.47,0.852,0.163,0.773,168.063,2.04e-06
63,Good Old Days, Macklemore Featuring Kesha,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
64,When It Rains It Pours, Luke Combs,spotify:track:1mMLMZYXkMueg65jRRWG1l,2017,0.551,0.801,0.013,0.625,128.027,6.03e-06
65,Lights Down Low, MAX Featuring gnash,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
66,Yours, Russell Dickerson,spotify:track:6RSNKGdv3nDTHqgw4bdzyF,2017,0.555,0.722,0.119,0.559,134.058,0
67,Betrayed, Lil Xan,spotify:track:6NWl2m8asvH83xjuXVNsuG,2017,0.823,0.419,0.416,0.277,119.958,0
68,Unforgettable, Thomas Rhett,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,2017,0.663,0.738,0.032,0.825,130.02,0.000225
69,Round Here Buzz, Eric Church,spotify:track:52ioLaTnO2J7BWY8UN2n9D,2017,0.639,0.427,0.0446,0.457,76.08,2.32e-05
70,MIC Drop, BTS Featuring Desiigner,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
71,Look What You Made Me Do, Taylor Swift,spotify:track:1P17dC1amhFzptugyAO7Il,2017,0.769,0.709,0.189,0.514,128.063,1.72e-05
72,Pick It Up, Famous Dex Featuring A$AP Rocky,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
73,The Race, Tay-K,spotify:track:3wGXyJGsCf1myH5MooQIqE,2017,0.766,0.606,0.00266,0.352,160.223,0
74,Echame La Culpa, Luis Fonsi & Demi Lovato,spotify:track:0W1Xw9socLKd0bHeqwKDqy,2017,0.692,0.751,0.0316,0.443,192.969,0.818
75,Wanted You, NAV Featuring Lil Uzi Vert,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
76,Losing Sleep, Chris Young,spotify:track:6waqLPcT6ruMhmd36OhmFO,2017,0.584,0.621,0.0715,0.634,92.003,1.68e-06
77,Dusk Till Dawn, Zayn Featuring Sia,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
78,Love So Soft, Kelly Clarkson,spotify:track:16QN8cBubEq706vNtPpOME,2017,0.808,0.581,0.0053,0.758,130.012,1.19e-05
79,I Could Use A Love Song, Maren Morris,spotify:track:09iyGiljLWRYXdRazFkdtJ,2017,0.638,0.634,0.214,0.473,92.097,0
80,Ghostface Killers," 21 Savage, Offset & Metro Boomin Featuring Travis Scott",N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
81,F**k Love, XXXTENTACION Featuring Trippie Redd,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
82,Mayores, Becky G Featuring Bad Bunny,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
83,You Broke Up With Me, Walker Hayes,spotify:track:6UsoV6X96Rox9mfxoz7SFy,2017,0.846,0.711,0.496,0.883,120.013,0
84,Krippy Kush," Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
85,When We, Tank,spotify:track:2HWelwHQS4EdRqIycZOc3O,2017,0.635,0.324,0.165,0.0741,117.863,4.18e-06
86,Jocelyn Flores, XXXTENTACION,spotify:track:7m9OqQk4RVRkw9JJdeAw96,2017,0.872,0.391,0.469,0.437,134.021,4.13e-06
87,Written In The Sand, Old Dominion,spotify:track:2A69wys3S9uiPSmn6UZWJn,2017,0.725,0.437,0.593,0.759,83.985,0
88,Too Much To Ask, Niall Horan,spotify:track:39jXnbACjiaiTwwhsr5sY5,2017,0.509,0.538,0.381,0.178,153.711,0
89,Broken Halos, Chris Stapleton,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,2017,0.607,0.575,0.133,0.504,78.341,2.52e-06
90,All On Me, Devin Dawson,spotify:track:2mfahQ0EaaZWq4cFNg6A1o,2017,0.634,0.668,0.14,0.635,80.989,0
91,Transportin, Kodak Black,spotify:track:1WIZiOuNO3woKfdlSK2gNn,2017,0.804,0.66,0.0319,0.257,94.053,0
92,Juice, Yo Gotti,spotify:track:1psC5iHzQxaTMZ5dWGfM6I,2017,0.887,0.568,0.00171,0.754,162.038,1.11e-05
93,Ask Me How I Know, Garth Brooks,spotify:track:55YVVetvm37z3oTHrdD5dV,2017,0.54,0.428,0.0178,0.278,145.569,0.9
94,Bella y Sensual, Romeo Santos Featuring Nicky Jam & Daddy Yankee,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
95,Faking It, Calvin Harris Featuring Kehlani & Lil Yachty,N/A,2017,N/A,N/A,N/A,N/A,N/A,N/A
96,Marry Me, Thomas Rhett,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,2017,0.588,0.408,0.113,0.484,85.008,0
97,Five More Minutes, Scotty McCreery,spotify:track:66IULVOTImQG2u0cJ3Ls04,2017,0.517,0.652,0.325,0.333,156.07,0
98,Criminal, Natti Natasha x Ozuna,spotify:track:08Zs7WozVFhEKiD7yrHwYq,2017,0.74,0.779,0.0126,0.412,159.992,0.912
99,Sauce It Up, Lil Uzi Vert,spotify:track:1uL78kFWxhz3umTMWJu8n5,2017,0.813,0.528,0.0715,0.131,79.532,0
100,Black Beatles, Rae Sremmurd Featuring Gucci Mane,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
101,Starboy, The Weeknd Featuring Daft Punk,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
102,Closer, The Chainsmokers Featuring Halsey,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
103,24K Magic, Bruno Mars,spotify:track:6b8Be6ljOzmkOmFslEb23P,2016,0.818,0.803,0.034,0.632,106.97,0
104,Side To Side, Ariana Grande Featuring Nicki Minaj,spotify:track:2bzY0Pp9o8CxnZcFt9xpPk,2016,0.69,0.774,0.141,0.767,158.978,0.00022
105,Juju On That Beat (TZ Anthem), Zay Hilfigerrr & Zayion McCall,spotify:track:6VQ1iGUwAyFugBI73h1iqs,2016,0.808,0.919,0.00476,0.64,154.009,1.11e-06
106,Dont Wanna Know, Maroon 5 Featuring Kendrick Lamar,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
107,Let Me Love You, DJ Snake Featuring Justin Bieber,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
108,Heathens, twenty one pilots,spotify:track:6i0V12jOa3mr6uu4WYhUBr,2016,0.732,0.396,0.0841,0.548,90.024,3.58e-05
109,Bad Things, Machine Gun Kelly x Camila Cabello,spotify:track:3XjqLgDutxuGWZlZU1yisE,2016,0.677,0.297,0.71,0.719,137.762,0
110,Fake Love, Drake,spotify:track:343YBumqHu19cGoGARUTsd,2016,0.927,0.488,0.108,0.605,133.987,0
111,Broccoli, D.R.A.M. Featuring Lil Yachty,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
112,Scars To Your Beautiful, Alessia Cara,spotify:track:0prNGof3XqfTvNDxHonvdK,2016,0.591,0.741,0.0294,0.452,97.048,0
113,Starving, Hailee Steinfeld & Grey Featuring Zedd,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
114,Caroline, Amine,spotify:track:5hTpBe8h35rJ67eAWHQsJx,2016,0.941,0.323,0.176,0.662,120.036,0
115,I Hate U I Love U, gnash Featuring Olivia O'Brien,spotify:track:7tiFDrsiqKOHoQRfhfuuUt,2016,0.523,0.0477,0.228,0.354,183.926,0.902
116,All I Want For Christmas Is You, Mariah Carey,spotify:track:0bYg9bo50gSsH3LtXe2SQn,2016,0.335,0.625,0.164,0.346,150.277,0
117,The Greatest, Sia Featuring Kendrick Lamar,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
118,Treat You Better, Shawn Mendes,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,2016,0.672,0.81,0.118,0.771,82.888,0
119,Love On The Brain, Rihanna,spotify:track:2aksifNn5ph8igDOkPBA02,2016,0.506,0.641,0.0848,0.393,171.957,8.09e-06
120,Cold Water, Major Lazer Featuring Justin Bieber & MO,spotify:track:2NF1uA6J6jiaCm8WIERTLp,2016,0.681,0.338,0.758,0.649,93.023,0
121,Unsteady, X Ambassadors,spotify:track:7lGKEWMXVWWTt3X71Bv44I,2016,0.598,0.673,0.177,0.255,117.02,0.000316
122,Love Me Now, John Legend,spotify:track:6hdkw1wzhIRYPlYDUtCY5m,2016,0.416,0.773,0.572,0.716,122.65,0
123,Bad And Boujee, Migos Featuring Lil Uzi Vert,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
124,In The Name Of Love, Martin Garrix & Bebe Rexha,spotify:track:416gX1P01K2VFoazKcnNZH,2016,0.768,0.728,0.22,0.835,123.003,6.62e-06
125,Cheap Thrills, Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,2016,0.684,0.594,0.00102,0.578,179.98,0.927
126,OOOUUU, Young M.A,spotify:track:0D21XvHcVsIvJM6FcGY2BT,2016,0.64,0.819,0.533,0.623,166.012,0
127,I Feel It Coming, The Weeknd Featuring Daft Punk,spotify:track:5oKvTEwB06X4m2q7xFW2NQ,2016,0.717,0.403,0.0127,0.836,93.039,0.833
128,Party Monster, The Weeknd,spotify:track:4F7A0DXBrmUAkp32uenhZt,2016,0.585,0.612,0.181,0.188,77.487,1.03e-05
129,Blue Aint Your Color, Keith Urban,spotify:track:6wycnu8FWXsj68ig7BEot9,2016,0.686,0.417,0.606,0.451,82.407,1.79e-06
130,Dont Let Me Down, The Chainsmokers Featuring Daya,spotify:track:3lnJwpPHQbtoWGzqRWzmzJ,2016,0.654,0.769,0.0696,0.578,160.082,0.00244
131,Cant Stop The Feeling!, Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,2016,0.669,0.832,0.0106,0.7,113.035,0
132,All Time Low, Jon Bellion,spotify:track:0SuLAslEMFZAXf0SwY7syi,2016,0.584,0.569,0.0508,0.501,89.779,0
133,Chill Bill, Rob $tone Featuring J. Davi$ & Spooks,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
134,Jingle Bell Rock, Bobby Helms,spotify:track:6xE98wKYt4vZk8j7cctjw8,2016,0.661,0.402,0.676,0.822,119.585,0
135,This Is What You Came For, Calvin Harris Featuring Rihanna,spotify:track:31XvIIkAoO5PDongqRuyWX,2016,0.718,0.933,0.00423,0.156,124.026,0.838
136,Rockin Around The Christmas Tree, Brenda Lee,spotify:track:28fuXrmmF9dYWx25dMW9dP,2016,0.676,0.56,0.652,0.828,141.285,0
137,Mercy, Shawn Mendes,spotify:track:0AS63m1wHv9n4VVRizK6Hc,2016,0.568,0.669,0.125,0.404,147.926,0
138,Bounce Back, Big Sean,spotify:track:0SGkqnVQo9KPytSri1H6cF,2016,0.77,0.567,0.105,0.26,81.477,0
139,Ride, twenty one pilots,spotify:track:2Z8WuEywRWYTKe1NybPQEW,2016,0.645,0.713,0.00835,0.566,74.989,0
140,This Town, Niall Horan,spotify:track:5dTJMpqiELczVuHJP3OAEu,2016,0.69,0.407,0.711,0.181,111.916,0
141,May We All, Florida Georgia Line Featuring Tim McGraw,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
142,X, 21 Savage & Metro Boomin Featuring Future,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
143,Do You Mind," DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
144,Hallelujah, Pentatonix,spotify:track:0HZk0QsXPhMNAWNDR3rYE8,2016,0.364,0.378,0.47,0.366,89.918,0
145,Needed Me, Rihanna,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,2016,0.688,0.325,0.107,0.275,110.888,0
146,One Dance, Drake Featuring WizKid & Kyla,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
147,Redbone, Childish Gambino,spotify:track:3kxfsdsCpFgN412fpnW85Y,2016,0.743,0.359,0.199,0.587,160.083,0.00611
148,You Was Right, Lil Uzi Vert,spotify:track:2ANLarE8yHVsLWW21nj79M,2016,0.843,0.359,0.069,0.156,81.987,0
149,Reminder, The Weeknd,spotify:track:37F0uwRSrdzkBiuj0D5UHI,2016,0.71,0.495,0.156,0.396,160.091,0
150,Used To This, Future Featuring Drake,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
151,Million Reasons, Lady Gaga,spotify:track:7dZ1Odmx9jWIweQSatnRqo,2016,0.665,0.424,0.437,0.134,129.911,0
152,Wanna Be That Song, Brett Eldredge,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
153,Sidewalks, The Weeknd Featuring Kendrick Lamar,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
154,Six Feet Under, The Weeknd,spotify:track:4mU5iXHeLgbR94siF7p1sY,2016,0.768,0.485,0.102,0.289,140.016,0
155,Come And See Me, PARTYNEXTDOOR Featuring Drake,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
156,No Heart, 21 Savage & Metro Boomin,spotify:track:2BhySrThwoRJfP6w6BilAj,2016,0.694,0.451,0.227,0.309,138.987,0.939
157,Water Under The Bridge, Adele,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,2016,0.596,0.838,0.0189,0.472,94.982,1.54e-05
158,Song For Another Time, Old Dominion,spotify:track:7px4t7HGiuMUvFkEOpZEwp,2016,0.497,0.805,0.125,0.696,166.048,0
159,Say You Wont Let Go, James Arthur,spotify:track:5uCax9HTNlzGybIStD3vDh,2016,0.358,0.557,0.695,0.494,85.043,0
160,Tiimmy Turner, Desiigner,spotify:track:3NJG6vMH1ZsectZkocMEm0,2016,0.597,0.743,0.181,0.299,122.798,0
161,Pick Up The Phone, Young Thug And Travis Scott Featuring Quavo,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
162,Sneakin, Drake Featuring 21 Savage,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
163,Too Much Sauce, DJ ESCO Featuring Future & Lil Uzi Vert,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
164,Black Barbies, Nicki Minaj X Mike WiLL Made-It,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
165,Secrets, The Weeknd,spotify:track:00NAQYOP4AmWR549nnYJZu,2016,0.674,0.779,0.0183,0.732,109.933,7.35e-06
166,Better Man, Little Big Town,spotify:track:0jMikeoKkkSOby4ofddqYs,2016,0.524,0.76,0.126,0.437,143.991,1.1e-05
167,Me And Your Mama, Childish Gambino,spotify:track:4r0GVpjSsKSR1biv4fOoa5,2016,0.557,0.461,0.00952,0.291,117.999,0.0405
168,Dirty Laundry, Carrie Underwood,spotify:track:5qRRiqndqXaq2QBudIrkYU,2016,0.456,0.874,0.0595,0.5,200.179,1.12e-05
169,How Far Ill Go, Auli'i Cravalho,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,2016,0.576,0.319,0.603,0.0921,83.632,0
170,Die For You, The Weeknd,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,2016,0.585,0.513,0.1,0.533,133.387,0
171,1 Night, Lil Yachty,spotify:track:40yJGQyEaBbIkXpwMFkXip,2016,0.762,0.476,0.366,0.375,130.007,0
172,Fresh Eyes, Andy Grammer,spotify:track:4nMlau89VAjmV7agkl7OY3,2016,0.822,0.544,0.562,0.861,122.047,2.4e-05
173,Sleep Without You, Brett Young,spotify:track:6zkHymyoD3tIqV7RwCAYUw,2016,0.632,0.716,0.0169,0.655,88.549,0
174,HandClap, Fitz And The Tantrums,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,2016,0.636,0.836,0.00609,0.715,139.956,0.000157
175,Home, gnash Featuring Johnny Yukon,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
176,Play That Song, Train,spotify:track:77hjM9bMmgfTGJXv14UFmi,2016,0.392,0.825,0.0231,0.482,98.959,2.25e-06
177,True Colors, The Weeknd,spotify:track:1oGdVdYjeQvojGKDddxLQQ,2016,0.68,0.429,0.299,0.595,76.806,0
178,Chantaje, Shakira Featuring Maluma,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
179,Middle Of A Memory, Cole Swindell,spotify:track:38gZVjeaeR3gcnCzziAxBm,2016,0.531,0.746,0.0972,0.304,139.788,0
180,A Guy With A Girl, Blake Shelton,spotify:track:5sjIhQzNljMVrDklI91ezp,2016,0.552,0.893,0.0158,0.777,163.948,0
181,Rockin, The Weeknd,spotify:track:36YCdzT57us0LhDmCYtrNE,2016,0.735,0.886,0.014,0.758,113.002,0
182,All I Know, The Weeknd Featuring Future,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
183,Thats My Girl, Fifth Harmony,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,2016,0.596,0.851,0.0358,0.612,202.049,3.19e-05
184,Star Of The Show, Thomas Rhett,spotify:track:63OQWdXMq0Pe6pRpWY5gO0,2016,0.691,0.624,0.14,0.662,101.988,0
185,False Alarm, The Weeknd,spotify:track:4oeaIftdpT3JuZLcCkKmVE,2016,0.513,0.674,0.0288,0.192,174.019,3.79e-05
186,Setting The World On Fire, Kenny Chesney Featuring P!nk,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
187,How Ill Always Be, Tim McGraw,spotify:track:2ZekuYUoEIBrUwHOY0gcgB,2016,0.456,0.813,0.319,0.635,185.993,5.42e-06
188,All We Know, The Chainsmokers Featuring Phoebe Ryan,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
189,Selfish, PnB Rock,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,2016,0.638,0.6,0.114,0.0399,101.981,0
190,My Sh*t, A Boogie Wit da Hoodie,spotify:track:5uQOauh47VFt3B2kV9kRXw,2016,0.812,0.621,0.244,0.847,77.998,0
191,Youre Welcome, Dwayne Johnson,spotify:track:6U4VqEHy4n5VeiH4pQPL24,2016,0.782,0.751,0.278,0.688,135.277,0
192,False Prophets, J. Cole,spotify:track:0eneujAc4PxkdjP25Gsue1,2016,0.73,0.747,0.698,0.751,90.039,1.63e-05
193,Alone, Marshmello,spotify:track:12mGwph2YzDIlChtq3EdXP,2016,0.636,0.953,0.0244,0.397,142.011,0.0164
194,Dirt On My Boots, Jon Pardi,spotify:track:7f08qp3HROTkfrtNpiYGGo,2016,0.685,0.783,0.116,0.525,90.008,0
195,Attention, The Weeknd,spotify:track:6pDVjCUA3B1vg9waKutAsv,2016,0.664,0.439,0.67,0.376,148.073,0.00027
196,Ordinary Life, The Weeknd,spotify:track:15k2nBQJ0teDmPZHrOXL2N,2016,0.549,0.595,0.0322,0.387,149.859,0
197,Sex With Me, Rihanna,spotify:track:6WAxKNbZoGNzQTIvdMqkFs,2016,0.619,0.539,0.326,0.39,112.006,0
198,What They Want, Russ,spotify:track:3pndPhlQWjuSoXhcIIdBjv,2016,0.71,0.404,0.484,0.398,139.553,0
199,Rockabye, Clean Bandit Featuring Sean Paul & Anne-Marie,N/A,2016,N/A,N/A,N/A,N/A,N/A,N/A
200,Hello, Adele,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,2015,0.481,0.451,0.336,0.289,157.966,0
201,Sorry, Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,2015,0.605,0.768,0.0865,0.414,100.209,0
202,Hotline Bling, Drake,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,2015,0.903,0.621,0.00302,0.553,134.969,0.000186
203,What Do You Mean?, Justin Bieber,spotify:track:4B0JvthVoAAuygILe3n4Bs,2015,0.837,0.571,0.61,0.801,125.034,0.000898
204,Love Yourself, Justin Bieber,spotify:track:50kpGaPAhYJ3sGmk6vplg0,2015,0.607,0.376,0.856,0.545,102.541,0
205,The Hills, The Weeknd,spotify:track:7fBv7CLKzipRk6EC6TWHOB,2015,0.54,0.561,0.0635,0.107,113.295,0
206,Stitches, Shawn Mendes,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,2015,0.592,0.752,0.0196,0.726,74.784,0
207,Here, Alessia Cara,spotify:track:1wYZZtamWTQAoj8B812uKQ,2015,0.375,0.822,0.0716,0.353,123.363,0
208,Same Old Love, Selena Gomez,spotify:track:1BZG99C7Co1r6QUC3zaS59,2015,0.671,0.596,0.0236,0.444,98.025,0
209,Like Im Gonna Lose You, Meghan Trainor Featuring John Legend,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
210,679, Fetty Wap Featuring Remy Boyz,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
211,Exs & Ohs, Elle King,spotify:track:70eDxAyAraNTiD6lx2ZEnH,2015,0.612,0.921,0.0183,0.453,139.986,0
212,On My Mind, Ellie Goulding,spotify:track:4nS1sut0R2mgmFitKIShVe,2015,0.697,0.687,0.279,0.75,154.921,5.11e-06
213,Jumpman, Drake & Future,spotify:track:7DH4e83LRgbABs6R7Eu7sF,2015,0.808,0.396,0.00297,0.888,142.002,0.925
214,Cant Feel My Face, The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,2015,0.711,0.783,0.109,0.587,107.972,0
215,Antidote, Travis Scott,spotify:track:1wHZx0LgzFHyeIZkUydNXq,2015,0.713,0.526,0.00767,0.131,131.05,0.000148
216,Lean On, Major Lazer & DJ Snake Featuring MO,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
217,Wildest Dreams, Taylor Swift,spotify:track:59HjlYCeBsxdI0fcm3zglw,2015,0.556,0.688,0.0612,0.459,140.011,0.00256
218,In The Night, The Weeknd,spotify:track:25KybV9BOUlvcnv7nN3Pyo,2015,0.317,0.683,0.0794,0.538,167.615,0
219,Dont, Bryson Tiller,spotify:track:3pXF1nA74528Edde4of9CC,2015,0.765,0.356,0.222,0.19,97.001,0
220,Somebody To Love, Jordan Smith,spotify:track:3RWzLyBUqoBSX4jTAHo4TP,2015,0.487,0.853,0.106,0.393,111.019,0
221,All I Want For Christmas Is You, Mariah Carey,spotify:track:0bYg9bo50gSsH3LtXe2SQn,2015,0.335,0.625,0.164,0.346,150.277,0
222,White Iverson, Post Malone,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,2015,0.674,0.568,0.216,0.321,130.081,0
223,Focus, Ariana Grande,spotify:track:1cdzfFjEbUbgTm5nv3FgXR,2015,0.681,0.879,0.266,0.818,99.955,0
224,Die A Happy Man, Thomas Rhett,spotify:track:5kNe7PE09d6Kvw5pAsx23n,2015,0.66,0.383,0.381,0.381,83.096,0
225,Watch Me, Silento,spotify:track:5RIVoVdkDLEygELLCniZFr,2015,0.825,0.77,0.265,0.965,139.982,0
226,Trap Queen, Fetty Wap,spotify:track:2d8JP84HNLKhmd6IYOoupQ,2015,0.746,0.873,0.0244,0.817,148.075,0
227,Stressed Out, twenty one pilots,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,2015,0.734,0.637,0.0462,0.648,169.977,2.29e-05
228,Roses, The Chainsmokers Featuring Rozes,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
229,Say It, Tory Lanez,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,2015,0.384,0.512,0.0798,0.234,107.241,1.19e-05
230,Confident, Demi Lovato,spotify:track:0Mn3amMRMoabaoTf1Publ4,2015,0.606,0.763,0.00182,0.309,130.018,0.000159
231,Perfect, One Direction,spotify:track:3NLnwwAQbbFKcEcV8hDItk,2015,0.647,0.823,0.0598,0.396,99.933,0
232,Locked Away, R. City Featuring Adam Levine,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
233,Break Up In A Small Town, Sam Hunt,spotify:track:7aftSOGSOpSoIlVAQVBb71,2015,0.573,0.789,0.0713,0.423,136.08,0
234,Where Ya At, Future Featuring Drake,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
235,"Me, Myself & I", G-Eazy x Bebe Rexha,spotify:track:6tsA1Pr7JTqXKmnSIrYfNI,2015,0.819,0.543,0.0667,0.245,112.107,2.31e-05
236,No Role Modelz, J. Cole,spotify:track:62vpWI1CHwFy7tMIcSStl8,2015,0.696,0.521,0.302,0.458,100.0,0
237,Where Are U Now, Skrillex & Diplo With Justin Bieber,spotify:track:66hayvUbTotekKU3H4ta1f,2015,0.432,0.781,0.041,0.197,139.432,4.21e-06
238,Adventure Of A Lifetime, Coldplay,spotify:track:69uxyAqqPIsUyTO8txoP2M,2015,0.638,0.924,0.00205,0.529,111.995,0.000173
239,Good For You, Selena Gomez Featuring A$AP Rocky,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
240,See You Again, Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,2015,0.733,0.638,0.445,0.429,80.001,1.96e-05
241,Again, Fetty Wap,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,2015,0.748,0.733,0.0062,0.291,93.019,0
242,Cheerleader, OMI,spotify:track:023OVLNzXhX0j7CxswUt6D,2015,0.78,0.68,0.141,0.594,118.026,1.2e-05
243,Rockin Around The Christmas Tree, Brenda Lee,spotify:track:28fuXrmmF9dYWx25dMW9dP,2015,0.676,0.56,0.652,0.828,141.285,0
244,Hit The Quan, iLoveMemphis,spotify:track:4OjuzM3rTWp3q60mEldNSF,2015,0.741,0.488,0.000235,0.625,160.018,0
245,Drag Me Down, One Direction,spotify:track:2K87XMYnUMqLcX3zvtAF4G,2015,0.73,0.703,0.109,0.595,138.113,0
246,Burning House, Cam,spotify:track:2zhk0kypGeOPsaaZcjyc14,2015,0.728,0.253,0.887,0.457,140.923,1.11e-05
247,Hide Away, Daya,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,2015,0.885,0.801,0.225,0.466,95.011,1.65e-06
248,Back Up, DeJ Loaf Featuring Big Sean,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
249,Renegades, X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,2015,0.4,0.868,0.0112,0.57,180.261,0.0685
250,Ill Show You, Justin Bieber,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,2015,0.314,0.611,0.0427,0.0604,191.447,6.28e-05
251,I Know What You Did Last Summer, Shawn Mendes & Camila Cabello,spotify:track:4I0V8XMIFipKo0csZ6cKMR,2015,0.716,0.504,0.119,0.528,114.99,0.83
252,Exchange, Bryson Tiller,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,2015,0.53,0.433,0.108,0.274,160.14,0
253,Gonna, Blake Shelton,spotify:track:57gS5wJqIH6sbtBIIiioNY,2015,0.667,0.886,0.0265,0.948,146.076,0
254,My House, Flo Rida,spotify:track:6Knv6wdA0luoMUuuoYi2i1,2015,0.688,0.702,0.0215,0.74,94.006,0
255,Used To Love You, Gwen Stefani,spotify:track:7dhB1xznh2bbCWrFjCSH5x,2015,0.42,0.658,0.0201,0.197,94.678,1.27e-06
256,WTF (Where They From), Missy Elliott Featuring Pharrell Williams,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
257,Lay It All On Me, Rudimental Featuring Ed Sheeran,N/A,2015,N/A,N/A,N/A,N/A,N/A,N/A
258,Stay A Little Longer, Brothers Osborne,spotify:track:6rqxivjFHp8K0yMiefG56g,2015,0.553,0.882,0.0408,0.529,97.006,0.241
